y,ds,dummy,Store
1016019.5,2011-04-22,dummy,12
994966.1,2011-04-29,dummy,12
988712.5,2011-05-08,dummy,12
977033.5,2011-05-13,dummy,12
924135.0,2011-05-20,dummy,12
964332.5,2011-05-27,dummy,12
1021154.5,2011-06-05,dummy,12
986504.94,2011-06-17,dummy,12
997282.75,2011-06-24,dummy,12
910110.25,2011-07-01,dummy,12
951244.7,2011-07-10,dummy,12
936002.0,2011-07-15,dummy,12
922231.94,2011-07-22,dummy,12
890547.06,2011-07-29,dummy,12
998362.06,2011-08-04,dummy,12
943717.4,2011-08-07,dummy,12
966817.25,2011-08-19,dummy,12
1017593.5,2011-08-26,dummy,12
922850.56,2011-09-09,dummy,12
1189646.5,2011-09-12,dummy,12
889290.25,2011-09-16,dummy,12
871692.75,2011-09-23,dummy,12
866401.44,2011-09-30,dummy,12
996937.94,2011-10-06,dummy,12
927600.0,2011-10-14,dummy,12
938604.56,2011-10-21,dummy,12
990926.4,2011-10-28,dummy,12
1086421.6,2011-11-02,dummy,12
997672.6,2011-11-03,dummy,12
1095091.5,2011-11-11,dummy,12
970641.3,2011-11-18,dummy,12
1591920.4,2011-11-25,dummy,12
955913.7,2011-12-08,dummy,12
1293404.1,2011-12-16,dummy,12
1617612.0,2011-12-23,dummy,12
1111638.1,2011-12-30,dummy,12
981345.2,2012-01-06,dummy,12
865467.9,2012-01-13,dummy,12
855922.6,2012-01-20,dummy,12
888203.7,2012-01-27,dummy,12
1147637.0,2012-02-03,dummy,12
1240048.9,2012-02-17,dummy,12
1112034.8,2012-02-24,dummy,12
1058768.0,2012-03-02,dummy,12
958667.25,2012-03-08,dummy,12
1088498.5,2012-03-16,dummy,12
1045419.9,2012-03-23,dummy,12
1025382.25,2012-03-30,dummy,12
1073433.8,2012-04-05,dummy,12
1083811.2,2012-04-13,dummy,12
1006486.94,2012-04-20,dummy,12
1004252.4,2012-04-27,dummy,12
979825.94,2012-05-10,dummy,12
1020486.06,2012-05-18,dummy,12
991514.2,2012-05-25,dummy,12
945823.6,2012-06-01,dummy,12
1128765.8,2012-06-04,dummy,12
1014898.75,2012-06-07,dummy,12
1019555.5,2012-06-15,dummy,12
981386.25,2012-06-22,dummy,12
943124.75,2012-06-29,dummy,12
955146.06,2012-07-09,dummy,12
960312.75,2012-07-13,dummy,12
941550.3,2012-07-20,dummy,12
916967.94,2012-07-27,dummy,12
1086231.5,2012-08-06,dummy,12
1005003.1,2012-08-17,dummy,12
1048101.4,2012-08-24,dummy,12
1061943.5,2012-08-31,dummy,12
1113208.6,2012-09-03,dummy,12
885892.4,2012-09-14,dummy,12
922735.4,2012-09-21,dummy,12
1765584.5,2010-01-10,dummy,13
2142482.2,2010-02-04,dummy,13
2018314.8,2010-02-07,dummy,13
1970274.6,2010-02-19,dummy,13
1817850.4,2010-02-26,dummy,13
1911852.6,2010-03-09,dummy,13
2083379.9,2010-03-12,dummy,13
1879794.9,2010-03-19,dummy,13
1882096.0,2010-03-26,dummy,13
2022705.2,2010-04-06,dummy,13
1819660.5,2010-04-16,dummy,13
1909330.8,2010-04-23,dummy,13
1785823.4,2010-04-30,dummy,13
1967220.5,2010-05-02,dummy,13
1939980.4,2010-05-03,dummy,13
1854967.6,2010-05-11,dummy,13
1890273.5,2010-05-14,dummy,13
1853657.6,2010-05-21,dummy,13
1877358.9,2010-05-28,dummy,13
1969121.5,2010-06-08,dummy,13
2003435.2,2010-06-18,dummy,13
1970340.2,2010-06-25,dummy,13
2005478.5,2010-07-05,dummy,13
1932231.0,2010-07-16,dummy,13
1907351.2,2010-07-23,dummy,13
1817887.2,2010-07-30,dummy,13
1871924.1,2010-08-10,dummy,13
1877592.5,2010-08-13,dummy,13
1997397.6,2010-08-20,dummy,13
1908278.2,2010-08-27,dummy,13
1898321.4,2010-09-04,dummy,13
1870843.9,2010-09-07,dummy,13
1790279.8,2010-09-17,dummy,13
1705655.1,2010-09-24,dummy,13
1772144.0,2010-10-09,dummy,13
2461468.2,2010-10-12,dummy,13
1851431.0,2010-10-15,dummy,13
1796949.6,2010-10-22,dummy,13
1887895.1,2010-10-29,dummy,13
2037881.0,2010-11-06,dummy,13
1925393.9,2010-11-19,dummy,13
2766400.0,2010-11-26,dummy,13
2030933.5,2010-12-02,dummy,13
1840687.0,2010-12-03,dummy,13
1939964.6,2010-12-11,dummy,13
2771646.8,2010-12-17,dummy,13
3595903.2,2010-12-24,dummy,13
1675292.0,2010-12-31,dummy,13
1864238.6,2011-01-04,dummy,13
2048035.8,2011-01-07,dummy,13
1682316.2,2011-01-14,dummy,13
1770177.4,2011-01-21,dummy,13
1633663.1,2011-01-28,dummy,13
1953628.9,2011-02-09,dummy,13
2051315.6,2011-02-12,dummy,13
2003480.6,2011-02-18,dummy,13
1831934.0,2011-02-25,dummy,13
1935593.9,2011-03-06,dummy,13
1852443.8,2011-03-18,dummy,13
1807545.4,2011-03-25,dummy,13
1848186.6,2011-04-02,dummy,13
1894960.6,2011-04-03,dummy,13
2036317.5,2011-04-11,dummy,13
1950994.0,2011-04-15,dummy,13
2124316.2,2011-04-22,dummy,13
1895583.1,2011-04-29,dummy,13
2076231.8,2011-05-08,dummy,13
1958823.5,2011-05-13,dummy,13
1860923.5,2011-05-20,dummy,13
1866369.9,2011-05-27,dummy,13
1986380.4,2011-06-05,dummy,13
2086433.5,2011-06-17,dummy,13
2009163.1,2011-06-24,dummy,13
1744544.4,2011-07-01,dummy,13
2067232.5,2011-07-10,dummy,13
1956813.2,2011-07-15,dummy,13
1987089.4,2011-07-22,dummy,13
1880785.8,2011-07-29,dummy,13
1887465.0,2011-08-04,dummy,13
2021699.4,2011-08-07,dummy,13
2090341.0,2011-08-19,dummy,13
2035244.5,2011-08-26,dummy,13
1872921.2,2011-09-09,dummy,13
2462779.0,2011-09-12,dummy,13
1923223.9,2011-09-16,dummy,13
1847431.0,2011-09-23,dummy,13
1835662.8,2011-09-30,dummy,13
1997817.0,2011-10-06,dummy,13
1929659.1,2011-10-14,dummy,13
1973544.2,2011-10-21,dummy,13
1948733.8,2011-10-28,dummy,13
1944438.9,2011-11-02,dummy,13
1852432.6,2011-11-03,dummy,13
2111592.0,2011-11-11,dummy,13
2016323.5,2011-11-18,dummy,13
2864170.5,2011-11-25,dummy,13
1970341.4,2011-12-08,dummy,13
2760346.8,2011-12-16,dummy,13
3556766.0,2011-12-23,dummy,13
1969056.9,2011-12-30,dummy,13
2035431.4,2012-01-06,dummy,13
1794962.6,2012-01-13,dummy,13
1811606.2,2012-01-20,dummy,13
1733983.1,2012-01-27,dummy,13
1969742.8,2012-02-03,dummy,13
2214477.0,2012-02-17,dummy,13
1929768.0,2012-02-24,dummy,13
1927780.8,2012-03-02,dummy,13
2044148.2,2012-03-08,dummy,13
2025582.6,2012-03-16,dummy,13
1904421.8,2012-03-23,dummy,13
1948982.8,2012-03-30,dummy,13
1995994.5,2012-04-05,dummy,13
2057637.9,2012-04-13,dummy,13
1955689.1,2012-04-20,dummy,13
1970121.6,2012-04-27,dummy,13
2041918.8,2012-05-10,dummy,13
2131900.5,2012-05-18,dummy,13
2043349.4,2012-05-25,dummy,13
1865752.8,2012-06-01,dummy,13
2271614.8,2012-06-04,dummy,13
2184980.2,2012-06-07,dummy,13
2152229.0,2012-06-15,dummy,13
2094373.0,2012-06-22,dummy,13
2037663.8,2012-06-29,dummy,13
2165796.2,2012-07-09,dummy,13
2002751.0,2012-07-13,dummy,13
2053089.4,2012-07-20,dummy,13
1914430.5,2012-07-27,dummy,13
2182438.0,2012-08-06,dummy,13
2095769.1,2012-08-17,dummy,13
2059458.2,2012-08-24,dummy,13
2073855.4,2012-08-31,dummy,13
1986445.6,2012-09-03,dummy,13
1919917.0,2012-09-14,dummy,13
1938379.6,2012-09-21,dummy,13
1855703.6,2010-01-10,dummy,14
2495630.5,2010-02-04,dummy,14
2334788.5,2010-02-07,dummy,14
2204556.8,2010-02-19,dummy,14
2095591.6,2010-02-26,dummy,14
2182563.8,2010-03-09,dummy,14
2258489.8,2010-03-12,dummy,14
2066219.2,2010-03-19,dummy,14
2050396.2,2010-03-26,dummy,14
2363601.5,2010-04-06,dummy,14
2121788.5,2010-04-16,dummy,14
2138145.0,2010-04-23,dummy,14
2082355.1,2010-04-30,dummy,14
2623470.0,2010-05-02,dummy,14
2237544.8,2010-05-03,dummy,14
2078417.5,2010-05-11,dummy,14
2129771.2,2010-05-14,dummy,14
2108187.0,2010-05-21,dummy,14
2227152.2,2010-05-28,dummy,14
2219813.5,2010-06-08,dummy,14
2248645.5,2010-06-18,dummy,14
2246180.0,2010-06-25,dummy,14
2370116.5,2010-07-05,dummy,14
2130287.2,2010-07-16,dummy,14
2044155.4,2010-07-23,dummy,14
2054843.2,2010-07-30,dummy,14
2091663.2,2010-08-10,dummy,14
2052984.8,2010-08-13,dummy,14
2057138.2,2010-08-20,dummy,14
2020332.1,2010-08-27,dummy,14
2258781.2,2010-09-04,dummy,14
2236209.2,2010-09-07,dummy,14
1953539.9,2010-09-17,dummy,14
1879891.1,2010-09-24,dummy,14
2191767.8,2010-10-09,dummy,14
2600519.2,2010-10-12,dummy,14
1932162.6,2010-10-15,dummy,14
1936621.1,2010-10-22,dummy,14
1984768.4,2010-10-29,dummy,14
2249570.0,2010-11-06,dummy,14
1968462.6,2010-11-19,dummy,14
2921709.8,2010-11-26,dummy,14
1704218.9,2010-12-02,dummy,14
2156035.0,2010-12-03,dummy,14
2092189.0,2010-12-11,dummy,14
2762861.5,2010-12-17,dummy,14
3818686.5,2010-12-24,dummy,14
1623716.5,2010-12-31,dummy,14
1869110.5,2011-01-04,dummy,14
2074668.2,2011-01-07,dummy,14
1699095.9,2011-01-14,dummy,14
1743188.9,2011-01-21,dummy,14
1613718.4,2011-01-28,dummy,14
1750891.5,2011-02-09,dummy,14
2143080.5,2011-02-12,dummy,14
2019031.6,2011-02-18,dummy,14
1875708.9,2011-02-25,dummy,14
2079899.5,2011-03-06,dummy,14
1932491.4,2011-03-18,dummy,14
1879451.2,2011-03-25,dummy,14
1995891.9,2011-04-02,dummy,14
2041215.6,2011-04-03,dummy,14
2174056.8,2011-04-11,dummy,14
1974960.9,2011-04-15,dummy,14
2256461.5,2011-04-22,dummy,14
1930617.6,2011-04-29,dummy,14
2066020.8,2011-05-08,dummy,14
2004330.2,2011-05-13,dummy,14
1959967.8,2011-05-20,dummy,14
2080694.2,2011-05-27,dummy,14
2095599.9,2011-06-05,dummy,14
2082083.4,2011-06-17,dummy,14
2069523.5,2011-06-24,dummy,14
1864746.1,2011-07-01,dummy,14
2078796.8,2011-07-10,dummy,14
1953544.8,2011-07-15,dummy,14
1882070.9,2011-07-22,dummy,14
1871021.0,2011-07-29,dummy,14
2037798.9,2011-08-04,dummy,14
2063401.0,2011-08-07,dummy,14
1896874.0,2011-08-19,dummy,14
2273470.5,2011-08-26,dummy,14
2202743.0,2011-09-09,dummy,14
2470581.2,2011-09-12,dummy,14
1864637.9,2011-09-16,dummy,14
1871555.6,2011-09-23,dummy,14
1809989.2,2011-09-30,dummy,14
2132446.0,2011-10-06,dummy,14
1890870.8,2011-10-14,dummy,14
2009004.6,2011-10-21,dummy,14
2056846.1,2011-10-28,dummy,14
1980405.0,2011-11-02,dummy,14
1931104.6,2011-11-03,dummy,14
2081534.6,2011-11-11,dummy,14
1969360.8,2011-11-18,dummy,14
2685351.8,2011-11-25,dummy,14
1928773.9,2011-12-08,dummy,14
2594363.0,2011-12-16,dummy,14
3369069.0,2011-12-23,dummy,14
1914148.9,2011-12-30,dummy,14
2049485.5,2012-01-06,dummy,14
1696248.2,2012-01-13,dummy,14
1789113.4,2012-01-20,dummy,14
1595362.2,2012-01-27,dummy,14
1926005.0,2012-02-03,dummy,14
2020551.0,2012-02-17,dummy,14
1875040.1,2012-02-24,dummy,14
1877410.4,2012-03-02,dummy,14
1656886.5,2012-03-08,dummy,14
1941040.5,2012-03-16,dummy,14
1893447.8,2012-03-23,dummy,14
1905033.0,2012-03-30,dummy,14
1949354.2,2012-04-05,dummy,14
1912909.8,2012-04-13,dummy,14
1875686.5,2012-04-20,dummy,14
1784030.0,2012-04-27,dummy,14
1687592.1,2012-05-10,dummy,14
1932233.1,2012-05-18,dummy,14
2030869.6,2012-05-25,dummy,14
1859145.0,2012-06-01,dummy,14
2376022.2,2012-06-04,dummy,14
1862129.0,2012-06-07,dummy,14
1905733.6,2012-06-15,dummy,14
1660228.9,2012-06-22,dummy,14
1591835.0,2012-06-29,dummy,14
1904512.4,2012-07-09,dummy,14
1544422.4,2012-07-13,dummy,14
1553250.1,2012-07-20,dummy,14
1479514.6,2012-07-27,dummy,14
2099616.0,2012-08-06,dummy,14
1660433.2,2012-08-17,dummy,14
1621841.4,2012-08-24,dummy,14
1613342.2,2012-08-31,dummy,14
2020839.2,2012-09-03,dummy,14
1554794.2,2012-09-14,dummy,14
1565352.5,2012-09-21,dummy,14
566945.94,2010-01-10,dummy,15
718470.7,2010-02-04,dummy,15
709337.1,2010-02-07,dummy,15
660838.75,2010-02-19,dummy,15
564883.2,2010-02-26,dummy,15
638647.2,2010-03-09,dummy,15
754134.94,2010-03-12,dummy,15
593710.7,2010-03-19,dummy,15
592111.5,2010-03-26,dummy,15
693192.5,2010-04-06,dummy,15
641208.6,2010-04-16,dummy,15
643097.6,2010-04-23,dummy,15
570791.1,2010-04-30,dummy,15
652122.44,2010-05-02,dummy,15
605325.44,2010-05-03,dummy,15
612987.6,2010-05-11,dummy,15
594385.2,2010-05-14,dummy,15
616598.1,2010-05-21,dummy,15
744772.9,2010-05-28,dummy,15
639651.25,2010-06-08,dummy,15
652329.5,2010-06-18,dummy,15
672194.0,2010-06-25,dummy,15
661348.9,2010-07-05,dummy,15
633203.7,2010-07-16,dummy,15
598553.44,2010-07-23,dummy,15
619224.06,2010-07-30,dummy,15
591603.8,2010-08-10,dummy,15
622437.06,2010-08-13,dummy,15
637090.44,2010-08-20,dummy,15
649791.1,2010-08-27,dummy,15
634605.75,2010-09-04,dummy,15
691497.6,2010-09-07,dummy,15
583210.9,2010-09-17,dummy,15
548542.5,2010-09-24,dummy,15
641965.2,2010-10-09,dummy,15
847294.06,2010-10-12,dummy,15
577011.25,2010-10-15,dummy,15
600395.75,2010-10-22,dummy,15
598301.5,2010-10-29,dummy,15
619337.3,2010-11-06,dummy,15
608200.8,2010-11-19,dummy,15
1120018.9,2010-11-26,dummy,15
682447.1,2010-12-02,dummy,15
604173.56,2010-12-03,dummy,15
619639.75,2010-12-11,dummy,15
983825.1,2010-12-17,dummy,15
1368318.1,2010-12-24,dummy,15
543754.2,2010-12-31,dummy,15
542556.06,2011-01-04,dummy,15
674669.2,2011-01-07,dummy,15
479424.2,2011-01-14,dummy,15
487311.03,2011-01-21,dummy,15
481119.6,2011-01-28,dummy,15
649159.7,2011-02-09,dummy,15
699028.7,2011-02-12,dummy,15
649993.5,2011-02-18,dummy,15
547564.06,2011-02-25,dummy,15
695396.2,2011-03-06,dummy,15
551554.0,2011-03-18,dummy,15
527389.25,2011-03-25,dummy,15
556550.9,2011-04-02,dummy,15
573374.5,2011-04-03,dummy,15
615121.75,2011-04-11,dummy,15
607691.4,2011-04-15,dummy,15
655318.25,2011-04-22,dummy,15
560764.44,2011-04-29,dummy,15
607961.2,2011-05-08,dummy,15
630482.94,2011-05-13,dummy,15
593941.9,2011-05-20,dummy,15
636193.25,2011-05-27,dummy,15
630522.7,2011-06-05,dummy,15
639928.9,2011-06-17,dummy,15
656594.94,2011-06-24,dummy,15
509640.78,2011-07-01,dummy,15
579068.9,2011-07-10,dummy,15
624114.56,2011-07-15,dummy,15
607475.44,2011-07-22,dummy,15
577511.0,2011-07-29,dummy,15
587370.8,2011-08-04,dummy,15
635118.5,2011-08-07,dummy,15
599489.0,2011-08-19,dummy,15
605413.2,2011-08-26,dummy,15
607593.5,2011-09-09,dummy,15
764565.56,2011-09-12,dummy,15
545052.3,2011-09-16,dummy,15
545570.9,2011-09-23,dummy,15
521297.3,2011-09-30,dummy,15
642679.8,2011-10-06,dummy,15
537300.94,2011-10-14,dummy,15
603318.9,2011-10-21,dummy,15
589842.7,2011-10-28,dummy,15
582864.4,2011-11-02,dummy,15
537035.25,2011-11-03,dummy,15
618949.8,2011-11-11,dummy,15
597856.5,2011-11-18,dummy,15
1066478.1,2011-11-25,dummy,15
590836.4,2011-12-08,dummy,15
870415.5,2011-12-16,dummy,15
1182691.9,2011-12-23,dummy,15
603460.8,2011-12-30,dummy,15
663971.25,2012-01-06,dummy,15
454183.4,2012-01-13,dummy,15
492721.84,2012-01-20,dummy,15
466045.62,2012-01-27,dummy,15
541292.6,2012-02-03,dummy,15
598502.8,2012-02-17,dummy,15
561137.06,2012-02-24,dummy,15
523831.62,2012-03-02,dummy,15
590739.6,2012-03-08,dummy,15
570611.25,2012-03-16,dummy,15
565481.9,2012-03-23,dummy,15
557547.25,2012-03-30,dummy,15
577868.4,2012-04-05,dummy,15
558585.1,2012-04-13,dummy,15
534780.56,2012-04-20,dummy,15
527402.6,2012-04-27,dummy,15
573498.6,2012-05-10,dummy,15
600051.0,2012-05-18,dummy,15
693780.44,2012-05-25,dummy,15
516087.66,2012-06-01,dummy,15
659950.4,2012-06-04,dummy,15
678024.75,2012-06-07,dummy,15
636737.6,2012-06-15,dummy,15
687085.6,2012-06-22,dummy,15
624099.5,2012-06-29,dummy,15
587259.8,2012-07-09,dummy,15
591335.5,2012-07-13,dummy,15
592369.25,2012-07-20,dummy,15
571190.8,2012-07-27,dummy,15
611390.7,2012-08-06,dummy,15
579738.2,2012-08-17,dummy,15
606210.75,2012-08-24,dummy,15
610185.3,2012-08-31,dummy,15
545120.7,2012-09-03,dummy,15
527509.75,2012-09-14,dummy,15
533161.6,2012-09-21,dummy,15
463977.53,2010-01-10,dummy,16
490503.7,2010-02-04,dummy,16
610641.44,2010-02-07,dummy,16
469868.7,2010-02-19,dummy,16
443242.16,2010-02-26,dummy,16
542087.9,2010-03-09,dummy,16
512260.6,2010-03-12,dummy,16
504307.34,2010-03-19,dummy,16
483177.2,2010-03-26,dummy,16
516295.8,2010-04-06,dummy,16
436312.4,2010-04-16,dummy,16
370230.94,2010-04-23,dummy,16
383550.94,2010-04-30,dummy,16
477409.3,2010-05-02,dummy,16
444181.84,2010-05-03,dummy,16
446905.03,2010-05-11,dummy,16
401770.9,2010-05-14,dummy,16
435300.5,2010-05-21,dummy,16
479430.0,2010-05-28,dummy,16
586936.44,2010-06-08,dummy,16
540149.9,2010-06-18,dummy,16
546554.94,2010-06-25,dummy,16
403217.22,2010-07-05,dummy,16
586583.7,2010-07-16,dummy,16
588344.2,2010-07-23,dummy,16
562633.7,2010-07-30,dummy,16
442894.2,2010-08-10,dummy,16
543758.0,2010-08-13,dummy,16
521516.97,2010-08-20,dummy,16
581010.5,2010-08-27,dummy,16
424084.0,2010-09-04,dummy,16
614253.3,2010-09-07,dummy,16
522049.53,2010-09-17,dummy,16
511330.3,2010-09-24,dummy,16
537518.56,2010-10-09,dummy,16
570103.6,2010-10-12,dummy,16
452169.28,2010-10-15,dummy,16
541216.94,2010-10-22,dummy,16
495022.5,2010-10-29,dummy,16
535587.3,2010-11-06,dummy,16
458634.7,2010-11-19,dummy,16
651837.75,2010-11-26,dummy,16
472044.28,2010-12-02,dummy,16
445393.75,2010-12-03,dummy,16
453632.75,2010-12-11,dummy,16
648652.0,2010-12-17,dummy,16
1004730.7,2010-12-24,dummy,16
575317.4,2010-12-31,dummy,16
459756.12,2011-01-04,dummy,16
608737.56,2011-01-07,dummy,16
470365.6,2011-01-14,dummy,16
462888.12,2011-01-21,dummy,16
448392.0,2011-01-28,dummy,16
580805.3,2011-02-09,dummy,16
530492.8,2011-02-12,dummy,16
491179.78,2011-02-18,dummy,16
475201.62,2011-02-25,dummy,16
531080.3,2011-03-06,dummy,16
497373.5,2011-03-18,dummy,16
465279.7,2011-03-25,dummy,16
479263.16,2011-04-02,dummy,16
484829.06,2011-04-03,dummy,16
511059.94,2011-04-11,dummy,16
427855.25,2011-04-15,dummy,16
368600.0,2011-04-22,dummy,16
378100.3,2011-04-29,dummy,16
592981.3,2011-05-08,dummy,16
410406.94,2011-05-13,dummy,16
435397.2,2011-05-20,dummy,16
444718.7,2011-05-27,dummy,16
423805.22,2011-06-05,dummy,16
581546.25,2011-06-17,dummy,16
569105.0,2011-06-24,dummy,16
573545.94,2011-07-01,dummy,16
482926.94,2011-07-10,dummy,16
586841.75,2011-07-15,dummy,16
581758.25,2011-07-22,dummy,16
582381.94,2011-07-29,dummy,16
439276.5,2011-08-04,dummy,16
634634.7,2011-08-07,dummy,16
554630.44,2011-08-19,dummy,16
557312.0,2011-08-26,dummy,16
574622.56,2011-09-09,dummy,16
574798.9,2011-09-12,dummy,16
539081.06,2011-09-16,dummy,16
504856.97,2011-09-23,dummy,16
450075.3,2011-09-30,dummy,16
600952.06,2011-10-06,dummy,16
498241.06,2011-10-14,dummy,16
560104.2,2011-10-21,dummy,16
505918.22,2011-10-28,dummy,16
466806.88,2011-11-02,dummy,16
457504.34,2011-11-03,dummy,16
513181.3,2011-11-11,dummy,16
480353.62,2011-11-18,dummy,16
712422.4,2011-11-25,dummy,16
563884.5,2011-12-08,dummy,16
679481.9,2011-12-16,dummy,16
950691.94,2011-12-23,dummy,16
665861.06,2011-12-30,dummy,16
532311.94,2012-01-06,dummy,16
508520.1,2012-01-13,dummy,16
474389.75,2012-01-20,dummy,16
453979.2,2012-01-27,dummy,16
464189.1,2012-02-03,dummy,16
494069.5,2012-02-17,dummy,16
495720.3,2012-02-24,dummy,16
475905.1,2012-03-02,dummy,16
584000.7,2012-03-08,dummy,16
520850.72,2012-03-16,dummy,16
493503.88,2012-03-23,dummy,16
485095.4,2012-03-30,dummy,16
426959.62,2012-04-05,dummy,16
450756.72,2012-04-13,dummy,16
436221.25,2012-04-20,dummy,16
398445.16,2012-04-27,dummy,16
471281.7,2012-05-10,dummy,16
493506.47,2012-05-18,dummy,16
518045.1,2012-05-25,dummy,16
564538.06,2012-06-01,dummy,16
502662.06,2012-06-04,dummy,16
641763.5,2012-06-07,dummy,16
570045.8,2012-06-15,dummy,16
581745.75,2012-06-22,dummy,16
570162.25,2012-06-29,dummy,16
537138.56,2012-07-09,dummy,16
569005.06,2012-07-13,dummy,16
565297.56,2012-07-20,dummy,16
539337.9,2012-07-27,dummy,16
603618.9,2012-08-06,dummy,16
521896.6,2012-08-17,dummy,16
551152.1,2012-08-24,dummy,16
551837.3,2012-08-31,dummy,16
495951.66,2012-09-03,dummy,16
526525.2,2012-09-14,dummy,16
509942.56,2012-09-21,dummy,16
829207.25,2010-01-10,dummy,17
848521.2,2010-02-04,dummy,17
958875.4,2010-02-07,dummy,17
800714.0,2010-02-19,dummy,17
749549.56,2010-02-26,dummy,17
834373.75,2010-03-09,dummy,17
926573.8,2010-03-12,dummy,17
752034.5,2010-03-19,dummy,17
793097.6,2010-03-26,dummy,17
876902.9,2010-04-06,dummy,17
757738.75,2010-04-16,dummy,17
977790.8,2010-04-23,dummy,17
807798.75,2010-04-30,dummy,17
789036.0,2010-05-02,dummy,17
783300.06,2010-05-03,dummy,17
818434.5,2010-05-11,dummy,17
813756.06,2010-05-14,dummy,17
826626.5,2010-05-21,dummy,17
872817.6,2010-05-28,dummy,17
795301.2,2010-06-08,dummy,17
877996.25,2010-06-18,dummy,17
893995.44,2010-06-25,dummy,17
843848.6,2010-07-05,dummy,17
876591.44,2010-07-16,dummy,17
893504.9,2010-07-23,dummy,17
833517.2,2010-07-30,dummy,17
827738.06,2010-08-10,dummy,17
759995.2,2010-08-13,dummy,17
783929.7,2010-08-20,dummy,17
802583.9,2010-08-27,dummy,17
770228.0,2010-09-04,dummy,17
836915.94,2010-09-07,dummy,17
871264.25,2010-09-17,dummy,17
852876.3,2010-09-24,dummy,17
1200888.2,2010-10-09,dummy,17
962475.56,2010-10-12,dummy,17
838297.3,2010-10-15,dummy,17
815093.75,2010-10-22,dummy,17
861941.25,2010-10-29,dummy,17
845252.2,2010-11-06,dummy,17
782252.56,2010-11-19,dummy,17
1005448.75,2010-11-26,dummy,17
841951.94,2010-12-02,dummy,17
763961.8,2010-12-03,dummy,17
855459.94,2010-12-11,dummy,17
1049372.4,2010-12-17,dummy,17
1309226.8,2010-12-24,dummy,17
635862.56,2010-12-31,dummy,17
795859.25,2011-01-04,dummy,17
940554.3,2011-01-07,dummy,17
758510.4,2011-01-14,dummy,17
755804.4,2011-01-21,dummy,17
736335.7,2011-01-28,dummy,17
847380.06,2011-02-09,dummy,17
945267.7,2011-02-12,dummy,17
860962.94,2011-02-18,dummy,17
767256.5,2011-02-25,dummy,17
895020.5,2011-03-06,dummy,17
778436.8,2011-03-18,dummy,17
781267.75,2011-03-25,dummy,17
816603.06,2011-04-02,dummy,17
816138.3,2011-04-03,dummy,17
927657.6,2011-04-11,dummy,17
825283.44,2011-04-15,dummy,17
1060770.1,2011-04-22,dummy,17
806979.1,2011-04-29,dummy,17
866184.94,2011-05-08,dummy,17
870625.5,2011-05-13,dummy,17
844443.4,2011-05-20,dummy,17
892056.6,2011-05-27,dummy,17
882132.25,2011-06-05,dummy,17
894686.7,2011-06-17,dummy,17
920720.0,2011-06-24,dummy,17
1083071.1,2011-07-01,dummy,17
918006.9,2011-07-10,dummy,17
902727.75,2011-07-15,dummy,17
899044.3,2011-07-22,dummy,17
861894.75,2011-07-29,dummy,17
811855.75,2011-08-04,dummy,17
915064.25,2011-08-07,dummy,17
797523.06,2011-08-19,dummy,17
837390.8,2011-08-26,dummy,17
1161900.1,2011-09-09,dummy,17
976522.94,2011-09-12,dummy,17
1051117.0,2011-09-16,dummy,17
895535.3,2011-09-23,dummy,17
868191.06,2011-09-30,dummy,17
881190.44,2011-10-06,dummy,17
884042.6,2011-10-14,dummy,17
877380.25,2011-10-21,dummy,17
936508.44,2011-10-28,dummy,17
813211.44,2011-11-02,dummy,17
779602.4,2011-11-03,dummy,17
914759.2,2011-11-11,dummy,17
877724.3,2011-11-18,dummy,17
1225700.2,2011-11-25,dummy,17
800819.8,2011-12-08,dummy,17
1067754.0,2011-12-16,dummy,17
1289156.9,2011-12-23,dummy,17
777207.3,2011-12-30,dummy,17
938914.25,2012-01-06,dummy,17
873576.94,2012-01-13,dummy,17
809272.6,2012-01-20,dummy,17
769522.3,2012-01-27,dummy,17
856178.5,2012-02-03,dummy,17
927084.6,2012-02-17,dummy,17
843864.44,2012-02-24,dummy,17
864852.9,2012-03-02,dummy,17
877813.3,2012-03-08,dummy,17
853136.44,2012-03-16,dummy,17
851762.25,2012-03-23,dummy,17
872469.0,2012-03-30,dummy,17
930121.1,2012-04-05,dummy,17
877055.3,2012-04-13,dummy,17
1119980.0,2012-04-20,dummy,17
925916.6,2012-04-27,dummy,17
952609.2,2012-05-10,dummy,17
968816.3,2012-05-18,dummy,17
984881.56,2012-05-25,dummy,17
1198104.2,2012-06-01,dummy,17
986922.6,2012-06-04,dummy,17
1046782.5,2012-06-07,dummy,17
964169.7,2012-06-15,dummy,17
981210.56,2012-06-22,dummy,17
982322.25,2012-06-29,dummy,17
1255633.2,2012-07-09,dummy,17
960746.06,2012-07-13,dummy,17
944698.7,2012-07-20,dummy,17
907493.25,2012-07-27,dummy,17
987990.25,2012-08-06,dummy,17
844928.2,2012-08-17,dummy,17
924299.75,2012-08-24,dummy,17
865924.2,2012-08-31,dummy,17
860225.0,2012-09-03,dummy,17
1071040.2,2012-09-14,dummy,17
938303.25,2012-09-21,dummy,17
948977.5,2010-01-10,dummy,18
1254107.9,2010-02-04,dummy,18
1257928.4,2010-02-07,dummy,18
1150663.4,2010-02-19,dummy,18
1068157.5,2010-02-26,dummy,18
1187359.8,2010-03-09,dummy,18
