y,ds,sku,agency
1652.0,2016-05-01,SKU_04,Agency_03
1525.0,2016-06-01,SKU_04,Agency_03
1705.0,2016-07-01,SKU_04,Agency_03
1566.0,2016-08-01,SKU_04,Agency_03
1537.0,2016-09-01,SKU_04,Agency_03
1150.0,2016-10-01,SKU_04,Agency_03
1269.0,2016-11-01,SKU_04,Agency_03
1719.0,2016-12-01,SKU_04,Agency_03
953.5,2017-01-01,SKU_04,Agency_03
992.5,2017-02-01,SKU_04,Agency_03
1295.0,2017-03-01,SKU_04,Agency_03
1277.0,2017-04-01,SKU_04,Agency_03
898.0,2017-05-01,SKU_04,Agency_03
16.17,2013-01-01,SKU_05,Agency_29
15.21,2013-02-01,SKU_05,Agency_29
17.83,2013-03-01,SKU_05,Agency_29
16.67,2013-04-01,SKU_05,Agency_29
12.46,2013-05-01,SKU_05,Agency_29
11.95,2013-06-01,SKU_05,Agency_29
19.42,2013-07-01,SKU_05,Agency_29
17.06,2013-08-01,SKU_05,Agency_29
11.95,2013-09-01,SKU_05,Agency_29
10.67,2013-10-01,SKU_05,Agency_29
14.95,2013-11-01,SKU_05,Agency_29
25.88,2013-12-01,SKU_05,Agency_29
35.53,2014-01-01,SKU_05,Agency_29
21.1,2014-02-01,SKU_05,Agency_29
24.6,2014-03-01,SKU_05,Agency_29
40.3,2014-04-01,SKU_05,Agency_29
15.914,2014-05-01,SKU_05,Agency_29
3.322,2014-06-01,SKU_05,Agency_29
27.55,2014-07-01,SKU_05,Agency_29
22.05,2014-08-01,SKU_05,Agency_29
23.12,2014-09-01,SKU_05,Agency_29
20.7,2014-10-01,SKU_05,Agency_29
7.92,2014-11-01,SKU_05,Agency_29
12.016,2014-12-01,SKU_05,Agency_29
25.75,2015-01-01,SKU_05,Agency_29
27.98,2015-02-01,SKU_05,Agency_29
31.69,2015-03-01,SKU_05,Agency_29
19.69,2015-04-01,SKU_05,Agency_29
25.69,2015-05-01,SKU_05,Agency_29
16.42,2015-06-01,SKU_05,Agency_29
24.67,2015-07-01,SKU_05,Agency_29
34.12,2015-08-01,SKU_05,Agency_29
17.83,2015-09-01,SKU_05,Agency_29
9.2,2015-10-01,SKU_05,Agency_29
23.06,2015-11-01,SKU_05,Agency_29
33.47,2015-12-01,SKU_05,Agency_29
17.89,2016-01-01,SKU_05,Agency_29
22.69,2016-02-01,SKU_05,Agency_29
35.72,2016-03-01,SKU_05,Agency_29
27.4,2016-04-01,SKU_05,Agency_29
20.06,2016-05-01,SKU_05,Agency_29
21.66,2016-06-01,SKU_05,Agency_29
25.38,2016-07-01,SKU_05,Agency_29
17.62,2016-08-01,SKU_05,Agency_29
20.12,2016-09-01,SKU_05,Agency_29
22.77,2016-10-01,SKU_05,Agency_29
26.72,2016-11-01,SKU_05,Agency_29
48.72,2016-12-01,SKU_05,Agency_29
36.84,2017-01-01,SKU_05,Agency_29
28.38,2017-02-01,SKU_05,Agency_29
28.2,2017-03-01,SKU_05,Agency_29
22.88,2017-04-01,SKU_05,Agency_29
22.5,2017-05-01,SKU_05,Agency_29
2005.0,2013-01-01,SKU_05,Agency_60
2112.0,2013-02-01,SKU_05,Agency_60
2270.0,2013-03-01,SKU_05,Agency_60
2408.0,2013-04-01,SKU_05,Agency_60
2940.0,2013-05-01,SKU_05,Agency_60
2220.0,2013-06-01,SKU_05,Agency_60
2192.0,2013-07-01,SKU_05,Agency_60
2232.0,2013-08-01,SKU_05,Agency_60
2098.0,2013-09-01,SKU_05,Agency_60
3182.0,2013-10-01,SKU_05,Agency_60
1553.0,2013-11-01,SKU_05,Agency_60
2778.0,2013-12-01,SKU_05,Agency_60
1972.0,2014-01-01,SKU_05,Agency_60
1939.0,2014-02-01,SKU_05,Agency_60
2484.0,2014-03-01,SKU_05,Agency_60
2646.0,2014-04-01,SKU_05,Agency_60
2624.0,2014-05-01,SKU_05,Agency_60
1952.0,2014-06-01,SKU_05,Agency_60
2154.0,2014-07-01,SKU_05,Agency_60
2004.0,2014-08-01,SKU_05,Agency_60
1881.0,2014-09-01,SKU_05,Agency_60
1883.0,2014-10-01,SKU_05,Agency_60
1666.0,2014-11-01,SKU_05,Agency_60
2066.0,2014-12-01,SKU_05,Agency_60
1609.0,2015-01-01,SKU_05,Agency_60
1580.0,2015-02-01,SKU_05,Agency_60
2027.0,2015-03-01,SKU_05,Agency_60
2472.0,2015-04-01,SKU_05,Agency_60
2162.0,2015-05-01,SKU_05,Agency_60
1800.0,2015-06-01,SKU_05,Agency_60
2056.0,2015-07-01,SKU_05,Agency_60
2142.0,2015-08-01,SKU_05,Agency_60
1897.0,2015-09-01,SKU_05,Agency_60
1824.0,2015-10-01,SKU_05,Agency_60
1742.0,2015-11-01,SKU_05,Agency_60
2384.0,2015-12-01,SKU_05,Agency_60
1455.0,2016-01-01,SKU_05,Agency_60
1639.0,2016-02-01,SKU_05,Agency_60
1878.0,2016-03-01,SKU_05,Agency_60
1888.0,2016-04-01,SKU_05,Agency_60
1822.0,2016-05-01,SKU_05,Agency_60
1724.0,2016-06-01,SKU_05,Agency_60
1789.0,2016-07-01,SKU_05,Agency_60
1512.0,2016-08-01,SKU_05,Agency_60
1555.0,2016-09-01,SKU_05,Agency_60
1709.0,2016-10-01,SKU_05,Agency_60
1632.0,2016-11-01,SKU_05,Agency_60
2232.0,2016-12-01,SKU_05,Agency_60
1535.0,2017-01-01,SKU_05,Agency_60
1569.0,2017-02-01,SKU_05,Agency_60
1965.0,2017-03-01,SKU_05,Agency_60
2050.0,2017-04-01,SKU_05,Agency_60
2274.0,2017-05-01,SKU_05,Agency_60
5.723,2013-01-01,SKU_02,Agency_29
6.047,2013-02-01,SKU_02,Agency_29
6.48,2013-03-01,SKU_02,Agency_29
5.94,2013-04-01,SKU_02,Agency_29
7.02,2013-05-01,SKU_02,Agency_29
6.695,2013-06-01,SKU_02,Agency_29
8.21,2013-07-01,SKU_02,Agency_29
6.37,2013-08-01,SKU_02,Agency_29
5.293,2013-09-01,SKU_02,Agency_29
5.184,2013-10-01,SKU_02,Agency_29
6.047,2013-11-01,SKU_02,Agency_29
7.56,2013-12-01,SKU_02,Agency_29
4.43,2014-01-01,SKU_02,Agency_29
6.59,2014-02-01,SKU_02,Agency_29
8.53,2014-03-01,SKU_02,Agency_29
10.8,2014-04-01,SKU_02,Agency_29
6.59,2014-05-01,SKU_02,Agency_29
6.91,2014-06-01,SKU_02,Agency_29
5.723,2014-07-01,SKU_02,Agency_29
3.78,2014-08-01,SKU_02,Agency_29
4.754,2014-09-01,SKU_02,Agency_29
4.43,2014-10-01,SKU_02,Agency_29
4.105,2014-11-01,SKU_02,Agency_29
7.883,2014-12-01,SKU_02,Agency_29
8.75,2015-01-01,SKU_02,Agency_29
11.125,2015-02-01,SKU_02,Agency_29
9.29,2015-03-01,SKU_02,Agency_29
10.695,2015-04-01,SKU_02,Agency_29
9.72,2015-05-01,SKU_02,Agency_29
6.156,2015-06-01,SKU_02,Agency_29
5.184,2015-07-01,SKU_02,Agency_29
3.996,2015-08-01,SKU_02,Agency_29
2.484,2015-09-01,SKU_02,Agency_29
3.023,2015-10-01,SKU_02,Agency_29
1.728,2015-11-01,SKU_02,Agency_29
2.809,2015-12-01,SKU_02,Agency_29
1.62,2016-01-01,SKU_02,Agency_29
1.188,2016-02-01,SKU_02,Agency_29
1.728,2016-03-01,SKU_02,Agency_29
2.484,2016-04-01,SKU_02,Agency_29
2.7,2016-05-01,SKU_02,Agency_29
2.053,2016-06-01,SKU_02,Agency_29
2.268,2016-07-01,SKU_02,Agency_29
1.404,2016-08-01,SKU_02,Agency_29
1.62,2016-09-01,SKU_02,Agency_29
2.053,2016-10-01,SKU_02,Agency_29
0.972,2016-11-01,SKU_02,Agency_29
2.592,2016-12-01,SKU_02,Agency_29
3.672,2017-01-01,SKU_02,Agency_29
1.836,2017-02-01,SKU_02,Agency_29
1.944,2017-03-01,SKU_02,Agency_29
1.08,2017-04-01,SKU_02,Agency_29
1.512,2017-05-01,SKU_02,Agency_29
3664.0,2013-01-01,SKU_04,Agency_49
3366.0,2013-02-01,SKU_04,Agency_49
4204.0,2013-03-01,SKU_04,Agency_49
3938.0,2013-04-01,SKU_04,Agency_49
4508.0,2013-05-01,SKU_04,Agency_49
4180.0,2013-06-01,SKU_04,Agency_49
3838.0,2013-07-01,SKU_04,Agency_49
2812.0,2013-08-01,SKU_04,Agency_49
2804.0,2013-09-01,SKU_04,Agency_49
3002.0,2013-10-01,SKU_04,Agency_49
3168.0,2013-11-01,SKU_04,Agency_49
5084.0,2013-12-01,SKU_04,Agency_49
3138.0,2014-01-01,SKU_04,Agency_49
2398.0,2014-02-01,SKU_04,Agency_49
2998.0,2014-03-01,SKU_04,Agency_49
3134.0,2014-04-01,SKU_04,Agency_49
3254.0,2014-05-01,SKU_04,Agency_49
2776.0,2014-06-01,SKU_04,Agency_49
2858.0,2014-07-01,SKU_04,Agency_49
2776.0,2014-08-01,SKU_04,Agency_49
2584.0,2014-09-01,SKU_04,Agency_49
2512.0,2014-10-01,SKU_04,Agency_49
2946.0,2014-11-01,SKU_04,Agency_49
4604.0,2014-12-01,SKU_04,Agency_49
2682.0,2015-01-01,SKU_04,Agency_49
2120.0,2015-02-01,SKU_04,Agency_49
3144.0,2015-03-01,SKU_04,Agency_49
2556.0,2015-04-01,SKU_04,Agency_49
2718.0,2015-05-01,SKU_04,Agency_49
2948.0,2015-06-01,SKU_04,Agency_49
2138.0,2015-07-01,SKU_04,Agency_49
2238.0,2015-08-01,SKU_04,Agency_49
2068.0,2015-09-01,SKU_04,Agency_49
1906.0,2015-10-01,SKU_04,Agency_49
2160.0,2015-11-01,SKU_04,Agency_49
4812.0,2015-12-01,SKU_04,Agency_49
2218.0,2016-01-01,SKU_04,Agency_49
1670.0,2016-02-01,SKU_04,Agency_49
2304.0,2016-03-01,SKU_04,Agency_49
2138.0,2016-04-01,SKU_04,Agency_49
3082.0,2016-05-01,SKU_04,Agency_49
2362.0,2016-06-01,SKU_04,Agency_49
2072.0,2016-07-01,SKU_04,Agency_49
2022.0,2016-08-01,SKU_04,Agency_49
2344.0,2016-09-01,SKU_04,Agency_49
1600.0,2016-10-01,SKU_04,Agency_49
2698.0,2016-11-01,SKU_04,Agency_49
3210.0,2016-12-01,SKU_04,Agency_49
2264.0,2017-01-01,SKU_04,Agency_49
1812.0,2017-02-01,SKU_04,Agency_49
2328.0,2017-03-01,SKU_04,Agency_49
1639.0,2017-04-01,SKU_04,Agency_49
1467.0,2017-05-01,SKU_04,Agency_49
2538.0,2013-01-01,SKU_02,Agency_60
2936.0,2013-02-01,SKU_02,Agency_60
3166.0,2013-03-01,SKU_02,Agency_60
3442.0,2013-04-01,SKU_02,Agency_60
3786.0,2013-05-01,SKU_02,Agency_60
3172.0,2013-06-01,SKU_02,Agency_60
3096.0,2013-07-01,SKU_02,Agency_60
3344.0,2013-08-01,SKU_02,Agency_60
3978.0,2013-09-01,SKU_02,Agency_60
2970.0,2013-10-01,SKU_02,Agency_60
3222.0,2013-11-01,SKU_02,Agency_60
3668.0,2013-12-01,SKU_02,Agency_60
2918.0,2014-01-01,SKU_02,Agency_60
3760.0,2014-02-01,SKU_02,Agency_60
4370.0,2014-03-01,SKU_02,Agency_60
5460.0,2014-04-01,SKU_02,Agency_60
3782.0,2014-05-01,SKU_02,Agency_60
4096.0,2014-06-01,SKU_02,Agency_60
3672.0,2014-07-01,SKU_02,Agency_60
4160.0,2014-08-01,SKU_02,Agency_60
4130.0,2014-09-01,SKU_02,Agency_60
3976.0,2014-10-01,SKU_02,Agency_60
3820.0,2014-11-01,SKU_02,Agency_60
4252.0,2014-12-01,SKU_02,Agency_60
3622.0,2015-01-01,SKU_02,Agency_60
4132.0,2015-02-01,SKU_02,Agency_60
4350.0,2015-03-01,SKU_02,Agency_60
5150.0,2015-04-01,SKU_02,Agency_60
4470.0,2015-05-01,SKU_02,Agency_60
4060.0,2015-06-01,SKU_02,Agency_60
5090.0,2015-07-01,SKU_02,Agency_60
4984.0,2015-08-01,SKU_02,Agency_60
4504.0,2015-09-01,SKU_02,Agency_60
4636.0,2015-10-01,SKU_02,Agency_60
4236.0,2015-11-01,SKU_02,Agency_60
4344.0,2015-12-01,SKU_02,Agency_60
4108.0,2016-01-01,SKU_02,Agency_60
3880.0,2016-02-01,SKU_02,Agency_60
5130.0,2016-03-01,SKU_02,Agency_60
6236.0,2016-04-01,SKU_02,Agency_60
5668.0,2016-05-01,SKU_02,Agency_60
5068.0,2016-06-01,SKU_02,Agency_60
4510.0,2016-07-01,SKU_02,Agency_60
4970.0,2016-08-01,SKU_02,Agency_60
5796.0,2016-09-01,SKU_02,Agency_60
4830.0,2016-10-01,SKU_02,Agency_60
5348.0,2016-11-01,SKU_02,Agency_60
5524.0,2016-12-01,SKU_02,Agency_60
3930.0,2017-01-01,SKU_02,Agency_60
5544.0,2017-02-01,SKU_02,Agency_60
5196.0,2017-03-01,SKU_02,Agency_60
5144.0,2017-04-01,SKU_02,Agency_60
6456.0,2017-05-01,SKU_02,Agency_60
19.3,2013-01-01,SKU_04,Agency_21
25.75,2013-02-01,SKU_04,Agency_21
29.33,2013-03-01,SKU_04,Agency_21
48.06,2013-04-01,SKU_04,Agency_21
21.66,2013-05-01,SKU_04,Agency_21
21.8,2013-06-01,SKU_04,Agency_21
42.7,2013-07-01,SKU_04,Agency_21
25.05,2013-08-01,SKU_04,Agency_21
27.92,2013-09-01,SKU_04,Agency_21
31.06,2013-10-01,SKU_04,Agency_21
49.72,2013-11-01,SKU_04,Agency_21
44.22,2013-12-01,SKU_04,Agency_21
10.734,2014-01-01,SKU_04,Agency_21
20.95,2014-02-01,SKU_04,Agency_21
15.4,2014-03-01,SKU_04,Agency_21
41.6,2014-04-01,SKU_04,Agency_21
51.94,2014-05-01,SKU_04,Agency_21
14.31,2014-06-01,SKU_04,Agency_21
24.73,2014-07-01,SKU_04,Agency_21
21.66,2014-08-01,SKU_04,Agency_21
21.1,2014-09-01,SKU_04,Agency_21
33.4,2014-10-01,SKU_04,Agency_21
34.25,2014-11-01,SKU_04,Agency_21
48.38,2014-12-01,SKU_04,Agency_21
15.98,2015-01-01,SKU_04,Agency_21
16.88,2015-02-01,SKU_04,Agency_21
26.84,2015-03-01,SKU_04,Agency_21
35.84,2015-04-01,SKU_04,Agency_21
37.5,2015-05-01,SKU_04,Agency_21
22.3,2015-06-01,SKU_04,Agency_21
42.56,2015-07-01,SKU_04,Agency_21
37.3,2015-08-01,SKU_04,Agency_21
25.44,2015-09-01,SKU_04,Agency_21
27.73,2015-10-01,SKU_04,Agency_21
49.34,2015-11-01,SKU_04,Agency_21
52.47,2015-12-01,SKU_04,Agency_21
24.03,2016-01-01,SKU_04,Agency_21
25.88,2016-02-01,SKU_04,Agency_21
45.7,2016-03-01,SKU_04,Agency_21
46.9,2016-04-01,SKU_04,Agency_21
31.06,2016-05-01,SKU_04,Agency_21
26.08,2016-06-01,SKU_04,Agency_21
64.4,2016-07-01,SKU_04,Agency_21
35.72,2016-08-01,SKU_04,Agency_21
42.03,2016-09-01,SKU_04,Agency_21
28.2,2016-10-01,SKU_04,Agency_21
75.1,2016-11-01,SKU_04,Agency_21
74.5,2016-12-01,SKU_04,Agency_21
4.78,2017-01-01,SKU_04,Agency_21
21.36,2017-02-01,SKU_04,Agency_21
27.44,2017-03-01,SKU_04,Agency_21
36.1,2017-04-01,SKU_04,Agency_21
41.9,2017-05-01,SKU_04,Agency_21
0.0,2013-01-01,SKU_23,Agency_60
0.0,2013-02-01,SKU_23,Agency_60
0.0,2013-03-01,SKU_23,Agency_60
0.0,2013-04-01,SKU_23,Agency_60
0.0,2013-05-01,SKU_23,Agency_60
0.0,2013-06-01,SKU_23,Agency_60
0.0,2013-07-01,SKU_23,Agency_60
0.0,2013-08-01,SKU_23,Agency_60
0.0,2013-09-01,SKU_23,Agency_60
0.0,2013-10-01,SKU_23,Agency_60
0.0,2013-11-01,SKU_23,Agency_60
0.0,2013-12-01,SKU_23,Agency_60
0.0,2014-01-01,SKU_23,Agency_60
0.0,2014-02-01,SKU_23,Agency_60
0.0,2014-03-01,SKU_23,Agency_60
0.0,2014-04-01,SKU_23,Agency_60
0.0,2014-05-01,SKU_23,Agency_60
0.0,2014-06-01,SKU_23,Agency_60
0.0,2014-07-01,SKU_23,Agency_60
0.0,2014-08-01,SKU_23,Agency_60
0.0,2014-09-01,SKU_23,Agency_60
0.0,2014-10-01,SKU_23,Agency_60
0.0,2014-11-01,SKU_23,Agency_60
0.0,2014-12-01,SKU_23,Agency_60
0.0,2015-01-01,SKU_23,Agency_60
0.0,2015-02-01,SKU_23,Agency_60
0.0,2015-03-01,SKU_23,Agency_60
0.0,2015-04-01,SKU_23,Agency_60
0.0,2015-05-01,SKU_23,Agency_60
0.0,2015-06-01,SKU_23,Agency_60
0.0,2015-07-01,SKU_23,Agency_60
0.0,2015-08-01,SKU_23,Agency_60
0.0,2015-09-01,SKU_23,Agency_60
0.0,2015-10-01,SKU_23,Agency_60
0.0,2015-11-01,SKU_23,Agency_60
4.59,2015-12-01,SKU_23,Agency_60
3.33,2016-01-01,SKU_23,Agency_60
2.79,2016-02-01,SKU_23,Agency_60
2.79,2016-03-01,SKU_23,Agency_60
4.41,2016-04-01,SKU_23,Agency_60
3.78,2016-05-01,SKU_23,Agency_60
2.88,2016-06-01,SKU_23,Agency_60
2.97,2016-07-01,SKU_23,Agency_60
2.34,2016-08-01,SKU_23,Agency_60
3.6,2016-09-01,SKU_23,Agency_60
2.07,2016-10-01,SKU_23,Agency_60
0.36,2016-11-01,SKU_23,Agency_60
3.51,2016-12-01,SKU_23,Agency_60
2.16,2017-01-01,SKU_23,Agency_60
2.52,2017-02-01,SKU_23,Agency_60
1.71,2017-03-01,SKU_23,Agency_60
1.26,2017-04-01,SKU_23,Agency_60
0.0,2017-05-01,SKU_23,Agency_60
1156.0,2013-01-01,SKU_01,Agency_27
1658.0,2013-02-01,SKU_01,Agency_27
2003.0,2013-03-01,SKU_01,Agency_27
2146.0,2013-04-01,SKU_01,Agency_27
2320.0,2013-05-01,SKU_01,Agency_27
2128.0,2013-06-01,SKU_01,Agency_27
2300.0,2013-07-01,SKU_01,Agency_27
2132.0,2013-08-01,SKU_01,Agency_27
1871.0,2013-09-01,SKU_01,Agency_27
2260.0,2013-10-01,SKU_01,Agency_27
1705.0,2013-11-01,SKU_01,Agency_27
1992.0,2013-12-01,SKU_01,Agency_27
1255.0,2014-01-01,SKU_01,Agency_27
1796.0,2014-02-01,SKU_01,Agency_27
2430.0,2014-03-01,SKU_01,Agency_27
2608.0,2014-04-01,SKU_01,Agency_27
2584.0,2014-05-01,SKU_01,Agency_27
1694.0,2014-06-01,SKU_01,Agency_27
2210.0,2014-07-01,SKU_01,Agency_27
2408.0,2014-08-01,SKU_01,Agency_27
2332.0,2014-09-01,SKU_01,Agency_27
2078.0,2014-10-01,SKU_01,Agency_27
2058.0,2014-11-01,SKU_01,Agency_27
2360.0,2014-12-01,SKU_01,Agency_27
1445.0,2015-01-01,SKU_01,Agency_27
1987.0,2015-02-01,SKU_01,Agency_27
2772.0,2015-03-01,SKU_01,Agency_27
3260.0,2015-04-01,SKU_01,Agency_27
3028.0,2015-05-01,SKU_01,Agency_27
1992.0,2015-06-01,SKU_01,Agency_27
2228.0,2015-07-01,SKU_01,Agency_27
2770.0,2015-08-01,SKU_01,Agency_27
2650.0,2015-09-01,SKU_01,Agency_27
2630.0,2015-10-01,SKU_01,Agency_27
2246.0,2015-11-01,SKU_01,Agency_27
2594.0,2015-12-01,SKU_01,Agency_27
1805.0,2016-01-01,SKU_01,Agency_27
2036.0,2016-02-01,SKU_01,Agency_27
2596.0,2016-03-01,SKU_01,Agency_27
2958.0,2016-04-01,SKU_01,Agency_27
3300.0,2016-05-01,SKU_01,Agency_27
3198.0,2016-06-01,SKU_01,Agency_27
3024.0,2016-07-01,SKU_01,Agency_27
2670.0,2016-08-01,SKU_01,Agency_27
2446.0,2016-09-01,SKU_01,Agency_27
1992.0,2016-10-01,SKU_01,Agency_27
2298.0,2016-11-01,SKU_01,Agency_27
2524.0,2016-12-01,SKU_01,Agency_27
1745.0,2017-01-01,SKU_01,Agency_27
2306.0,2017-02-01,SKU_01,Agency_27
2840.0,2017-03-01,SKU_01,Agency_27
2800.0,2017-04-01,SKU_01,Agency_27
2786.0,2017-05-01,SKU_01,Agency_27
3546.0,2013-01-01,SKU_01,Agency_03
3938.0,2013-02-01,SKU_01,Agency_03
4276.0,2013-03-01,SKU_01,Agency_03
4610.0,2013-04-01,SKU_01,Agency_03
4970.0,2013-05-01,SKU_01,Agency_03
4164.0,2013-06-01,SKU_01,Agency_03
3890.0,2013-07-01,SKU_01,Agency_03
3774.0,2013-08-01,SKU_01,Agency_03
2764.0,2013-09-01,SKU_01,Agency_03
3078.0,2013-10-01,SKU_01,Agency_03
2528.0,2013-11-01,SKU_01,Agency_03
3072.0,2013-12-01,SKU_01,Agency_03
2968.0,2014-01-01,SKU_01,Agency_03
3232.0,2014-02-01,SKU_01,Agency_03
3608.0,2014-03-01,SKU_01,Agency_03
3770.0,2014-04-01,SKU_01,Agency_03
4372.0,2014-05-01,SKU_01,Agency_03
3288.0,2014-06-01,SKU_01,Agency_03
4042.0,2014-07-01,SKU_01,Agency_03
3578.0,2014-08-01,SKU_01,Agency_03
3644.0,2014-09-01,SKU_01,Agency_03
3878.0,2014-10-01,SKU_01,Agency_03
2554.0,2014-11-01,SKU_01,Agency_03
3034.0,2014-12-01,SKU_01,Agency_03
2290.0,2015-01-01,SKU_01,Agency_03
1929.0,2015-02-01,SKU_01,Agency_03
1990.0,2015-03-01,SKU_01,Agency_03
1963.0,2015-04-01,SKU_01,Agency_03
2138.0,2015-05-01,SKU_01,Agency_03
2316.0,2015-06-01,SKU_01,Agency_03
2328.0,2015-07-01,SKU_01,Agency_03
2122.0,2015-08-01,SKU_01,Agency_03
1819.0,2015-09-01,SKU_01,Agency_03
1633.0,2015-10-01,SKU_01,Agency_03
1300.0,2015-11-01,SKU_01,Agency_03
1592.0,2015-12-01,SKU_01,Agency_03
1126.0,2016-01-01,SKU_01,Agency_03
1205.0,2016-02-01,SKU_01,Agency_03
1165.0,2016-03-01,SKU_01,Agency_03
1361.0,2016-04-01,SKU_01,Agency_03
1605.0,2016-05-01,SKU_01,Agency_03
602.0,2016-06-01,SKU_01,Agency_03
2204.0,2016-07-01,SKU_01,Agency_03
1177.0,2016-08-01,SKU_01,Agency_03
1304.0,2016-09-01,SKU_01,Agency_03
476.5,2016-10-01,SKU_01,Agency_03
917.0,2016-11-01,SKU_01,Agency_03
947.0,2016-12-01,SKU_01,Agency_03
729.5,2017-01-01,SKU_01,Agency_03
984.0,2017-02-01,SKU_01,Agency_03
1090.0,2017-03-01,SKU_01,Agency_03
1460.0,2017-04-01,SKU_01,Agency_03
1209.0,2017-05-01,SKU_01,Agency_03
64.94,2013-01-01,SKU_06,Agency_27
77.0,2013-02-01,SKU_06,Agency_27
92.7,2013-03-01,SKU_06,Agency_27
106.06,2013-04-01,SKU_06,Agency_27
113.2,2013-05-01,SKU_06,Agency_27
107.25,2013-06-01,SKU_06,Agency_27
98.94,2013-07-01,SKU_06,Agency_27
81.3,2013-08-01,SKU_06,Agency_27
62.97,2013-09-01,SKU_06,Agency_27
67.8,2013-10-01,SKU_06,Agency_27
40.5,2013-11-01,SKU_06,Agency_27
50.75,2013-12-01,SKU_06,Agency_27
23.0,2014-01-01,SKU_06,Agency_27
30.56,2014-02-01,SKU_06,Agency_27
51.2,2014-03-01,SKU_06,Agency_27
54.53,2014-04-01,SKU_06,Agency_27
62.0,2014-05-01,SKU_06,Agency_27
48.38,2014-06-01,SKU_06,Agency_27
48.94,2014-07-01,SKU_06,Agency_27
29.05,2014-08-01,SKU_06,Agency_27
27.22,2014-09-01,SKU_06,Agency_27
32.4,2014-10-01,SKU_06,Agency_27
20.3,2014-11-01,SKU_06,Agency_27
20.3,2014-12-01,SKU_06,Agency_27
17.17,2015-01-01,SKU_06,Agency_27
18.03,2015-02-01,SKU_06,Agency_27
19.66,2015-03-01,SKU_06,Agency_27
27.11,2015-04-01,SKU_06,Agency_27
20.52,2015-05-01,SKU_06,Agency_27
30.03,2015-06-01,SKU_06,Agency_27
45.78,2015-07-01,SKU_06,Agency_27
27.22,2015-08-01,SKU_06,Agency_27
25.81,2015-09-01,SKU_06,Agency_27
19.77,2015-10-01,SKU_06,Agency_27
20.95,2015-11-01,SKU_06,Agency_27
14.37,2015-12-01,SKU_06,Agency_27
10.05,2016-01-01,SKU_06,Agency_27
13.18,2016-02-01,SKU_06,Agency_27
12.53,2016-03-01,SKU_06,Agency_27
16.62,2016-04-01,SKU_06,Agency_27
13.93,2016-05-01,SKU_06,Agency_27
11.664,2016-06-01,SKU_06,Agency_27
17.39,2016-07-01,SKU_06,Agency_27
13.82,2016-08-01,SKU_06,Agency_27
10.695,2016-09-01,SKU_06,Agency_27
16.84,2016-10-01,SKU_06,Agency_27
79.2,2016-11-01,SKU_06,Agency_27
29.05,2016-12-01,SKU_06,Agency_27
7.992,2017-01-01,SKU_06,Agency_27
8.42,2017-02-01,SKU_06,Agency_27
8.96,2017-03-01,SKU_06,Agency_27
10.695,2017-04-01,SKU_06,Agency_27
14.26,2017-05-01,SKU_06,Agency_27
21.81,2013-01-01,SKU_01,Agency_04
29.6,2013-02-01,SKU_01,Agency_04
45.16,2013-03-01,SKU_01,Agency_04
32.28,2013-04-01,SKU_01,Agency_04
32.4,2013-05-01,SKU_01,Agency_04
46.0,2013-06-01,SKU_01,Agency_04
55.2,2013-07-01,SKU_01,Agency_04
53.9,2013-08-01,SKU_01,Agency_04
42.66,2013-09-01,SKU_01,Agency_04
36.8,2013-10-01,SKU_01,Agency_04
34.66,2013-11-01,SKU_01,Agency_04
39.53,2013-12-01,SKU_01,Agency_04
23.77,2014-01-01,SKU_01,Agency_04
39.1,2014-02-01,SKU_01,Agency_04
51.3,2014-03-01,SKU_01,Agency_04
55.84,2014-04-01,SKU_01,Agency_04
50.75,2014-05-01,SKU_01,Agency_04
98.2,2014-06-01,SKU_01,Agency_04
80.44,2014-07-01,SKU_01,Agency_04
74.5,2014-08-01,SKU_01,Agency_04
62.84,2014-09-01,SKU_01,Agency_04
55.62,2014-10-01,SKU_01,Agency_04
33.38,2014-11-01,SKU_01,Agency_04
40.8,2014-12-01,SKU_01,Agency_04
24.84,2015-01-01,SKU_01,Agency_04
27.75,2015-02-01,SKU_01,Agency_04
34.03,2015-03-01,SKU_01,Agency_04
41.6,2015-04-01,SKU_01,Agency_04
31.86,2015-05-01,SKU_01,Agency_04
29.48,2015-06-01,SKU_01,Agency_04
32.94,2015-07-01,SKU_01,Agency_04
36.28,2015-08-01,SKU_01,Agency_04
47.4,2015-09-01,SKU_01,Agency_04
19.66,2015-10-01,SKU_01,Agency_04
21.7,2015-11-01,SKU_01,Agency_04
26.45,2015-12-01,SKU_01,Agency_04
18.14,2016-01-01,SKU_01,Agency_04
18.14,2016-02-01,SKU_01,Agency_04
21.6,2016-03-01,SKU_01,Agency_04
16.31,2016-04-01,SKU_01,Agency_04
22.58,2016-05-01,SKU_01,Agency_04
32.06,2016-06-01,SKU_01,Agency_04
35.53,2016-07-01,SKU_01,Agency_04
18.47,2016-08-01,SKU_01,Agency_04
14.47,2016-09-01,SKU_01,Agency_04
16.42,2016-10-01,SKU_01,Agency_04
17.5,2016-11-01,SKU_01,Agency_04
15.66,2016-12-01,SKU_01,Agency_04
11.125,2017-01-01,SKU_01,Agency_04
12.96,2017-02-01,SKU_01,Agency_04
13.61,2017-03-01,SKU_01,Agency_04
26.45,2017-04-01,SKU_01,Agency_04
16.31,2017-05-01,SKU_01,Agency_04
