Date,Weekly_Sales,time_idx,Store
2012-01-27,466045.62,103,15
2012-02-03,541292.6,104,15
2012-02-17,598502.8,105,15
2011-11-03,537035.25,92,15
2011-12-30,603460.8,99,15
2011-11-02,582864.4,91,15
2011-09-09,607593.5,82,15
2011-10-21,603318.9,89,15
2011-07-10,579068.9,74,15
2011-07-15,624114.56,75,15
2011-07-22,607475.44,76,15
2011-07-29,577511.0,77,15
2011-08-04,587370.8,78,15
2011-08-07,635118.5,79,15
2011-10-28,589842.7,90,15
2011-08-19,599489.0,80,15
2011-09-12,764565.56,83,15
2011-09-16,545052.3,84,15
2011-09-23,545570.9,85,15
2011-09-30,521297.3,86,15
2011-10-06,642679.8,87,15
2011-10-14,537300.94,88,15
2011-08-26,605413.2,81,15
2012-03-02,523831.62,107,15
2011-07-01,509640.78,73,15
2012-03-08,590739.6,108,15
2012-07-27,571190.8,128,15
2012-08-06,611390.7,129,15
2012-08-17,579738.2,130,15
2012-08-24,606210.75,131,15
2012-08-31,610185.3,132,15
2012-09-03,545120.7,133,15
2012-07-20,592369.25,127,15
2012-09-14,527509.75,134,15
2012-09-21,533161.6,135,15
2012-07-13,591335.5,126,15
2012-07-09,587259.8,125,15
2012-06-29,624099.5,124,15
2012-03-16,570611.25,109,15
2012-03-23,565481.9,110,15
2012-03-30,557547.25,111,15
2012-04-05,577868.4,112,15
2012-04-13,558585.1,113,15
2012-04-20,534780.56,114,15
2012-04-27,527402.6,115,15
2012-05-10,573498.6,116,15
2012-05-18,600051.0,117,15
2012-05-25,693780.44,118,15
2012-06-01,516087.66,119,15
2012-06-04,659950.4,120,15
2012-06-07,678024.75,121,15
2012-06-15,636737.6,122,15
2012-06-22,687085.6,123,15
2011-06-24,656594.94,72,15
2010-10-09,641965.2,34,15
2011-06-05,630522.7,70,15
2011-06-17,639928.9,71,15
2010-06-08,639651.25,19,15
2010-06-18,652329.5,20,15
2010-06-25,672194.0,21,15
2010-07-05,661348.9,22,15
2010-07-16,633203.7,23,15
2010-05-21,616598.1,17,15
2010-07-23,598553.44,24,15
2010-08-10,591603.8,26,15
2010-08-13,622437.06,27,15
2010-08-20,637090.44,28,15
2010-08-27,649791.1,29,15
2010-09-04,634605.75,30,15
2010-09-07,691497.6,31,15
2010-07-30,619224.06,25,15
2010-09-17,583210.9,32,15
2010-05-14,594385.2,16,15
2010-05-03,605325.44,14,15
2010-01-10,566945.94,0,15
2010-02-04,718470.7,1,15
2010-02-07,709337.1,2,15
2010-02-19,660838.75,3,15
2010-02-26,564883.2,4,15
2010-03-09,638647.2,5,15
2010-05-11,612987.6,15,15
2010-03-12,754134.94,6,15
2010-03-26,592111.5,8,15
2010-04-06,693192.5,9,15
2010-04-16,641208.6,10,15
2010-04-23,643097.6,11,15
2010-04-30,570791.1,12,15
2010-05-02,652122.44,13,15
2010-03-19,593710.7,7,15
2010-09-24,548542.5,33,15
2010-05-28,744772.9,18,15
2010-10-15,577011.25,36,15
2011-02-25,547564.06,56,15
2011-03-06,695396.2,57,15
2011-03-18,551554.0,58,15
2011-03-25,527389.25,59,15
2011-04-02,556550.9,60,15
2011-04-03,573374.5,61,15
2011-02-18,649993.5,55,15
2011-04-11,615121.75,62,15
2011-04-22,655318.25,64,15
2011-04-29,560764.44,65,15
2011-05-08,607961.2,66,15
2011-05-13,630482.94,67,15
2011-05-20,593941.9,68,15
2010-10-12,847294.06,35,15
2011-04-15,607691.4,63,15
2011-02-12,699028.7,54,15
2011-05-27,636193.25,69,15
2011-01-28,481119.6,52,15
2011-02-09,649159.7,53,15
2010-10-29,598301.5,38,15
2010-11-06,619337.3,39,15
2010-11-19,608200.8,40,15
2010-11-26,1120018.9,41,15
2010-12-02,682447.1,42,15
2010-12-03,604173.56,43,15
2010-10-22,600395.75,37,15
2010-12-17,983825.1,45,15
2010-12-24,1368318.1,46,15
2010-12-31,543754.2,47,15
2011-01-04,542556.06,48,15
2011-01-07,674669.2,49,15
2011-01-14,479424.2,50,15
2010-12-11,619639.75,44,15
2011-01-21,487311.03,51,15
2011-11-02,466806.88,91,16
2011-11-03,457504.34,92,16
2011-11-11,513181.3,93,16
2011-11-18,480353.62,94,16
2011-11-25,712422.4,95,16
2011-12-08,563884.5,96,16
2011-12-30,665861.06,99,16
2011-12-23,950691.94,98,16
2012-01-06,532311.94,100,16
2012-01-13,508520.1,101,16
2012-01-20,474389.75,102,16
2012-01-27,453979.2,103,16
2011-10-28,505918.22,90,16
2011-12-16,679481.9,97,16
2011-10-21,560104.2,89,16
2011-08-19,554630.44,80,16
2011-10-06,600952.06,87,16
2011-06-24,569105.0,72,16
2011-07-01,573545.94,73,16
2011-07-10,482926.94,74,16
2011-07-15,586841.75,75,16
2011-07-22,581758.25,76,16
2011-07-29,582381.94,77,16
2011-10-14,498241.06,88,16
2011-08-04,439276.5,78,16
2011-08-26,557312.0,81,16
2011-09-09,574622.56,82,16
2011-09-12,574798.9,83,16
2011-09-16,539081.06,84,16
2011-09-23,504856.97,85,16
2011-09-30,450075.3,86,16
2011-08-07,634634.7,79,16
2012-02-03,464189.1,104,16
2012-02-24,495720.3,106,16
2012-07-13,569005.06,126,16
2012-07-20,565297.56,127,16
2012-07-27,539337.9,128,16
2012-08-06,603618.9,129,16
2012-08-17,521896.6,130,16
2012-08-24,551152.1,131,16
2012-07-09,537138.56,125,16
2012-08-31,551837.3,132,16
2012-09-14,526525.2,134,16
2012-09-21,509942.56,135,16
2011-06-17,581546.25,71,16
2012-09-03,495951.66,133,16
2012-06-29,570162.25,124,16
2012-06-22,581745.75,123,16
2012-06-15,570045.8,122,16
2012-03-02,475905.1,107,16
2012-03-08,584000.7,108,16
2012-03-16,520850.72,109,16
2012-03-23,493503.88,110,16
2012-03-30,485095.4,111,16
2012-04-05,426959.62,112,16
2012-04-13,450756.72,113,16
2012-04-20,436221.25,114,16
2012-04-27,398445.16,115,16
2012-05-10,471281.7,116,16
2012-05-18,493506.47,117,16
2012-05-25,518045.1,118,16
2012-06-01,564538.06,119,16
2012-06-04,502662.06,120,16
2012-06-07,641763.5,121,16
2012-02-17,494069.5,105,16
2011-06-05,423805.22,70,16
2010-10-12,570103.6,35,16
2011-05-20,435397.2,68,16
2010-05-21,435300.5,17,16
2010-05-28,479430.0,18,16
2010-06-08,586936.44,19,16
2010-06-18,540149.9,20,16
2010-06-25,546554.94,21,16
2010-07-05,403217.22,22,16
2010-05-14,401770.9,16,16
2010-07-16,586583.7,23,16
2010-07-30,562633.7,25,16
2010-08-10,442894.2,26,16
2010-08-13,543758.0,27,16
2010-08-20,521516.97,28,16
2010-08-27,581010.5,29,16
2010-09-04,424084.0,30,16
2010-07-23,588344.2,24,16
2010-09-07,614253.3,31,16
2010-05-11,446905.03,15,16
2010-05-02,477409.3,13,16
2010-01-10,463977.53,0,16
2010-02-04,490503.7,1,16
2010-02-07,610641.44,2,16
2010-02-19,469868.7,3,16
2010-02-26,443242.16,4,16
2010-05-03,444181.84,14,16
2010-03-09,542087.9,5,16
2010-03-19,504307.34,7,16
2010-03-26,483177.2,8,16
2010-04-06,516295.8,9,16
2010-04-16,436312.4,10,16
2010-04-23,370230.94,11,16
2010-04-30,383550.94,12,16
2010-03-12,512260.6,6,16
2011-05-27,444718.7,69,16
2010-09-17,522049.53,32,16
2010-10-09,537518.56,34,16
2011-02-12,530492.8,54,16
2011-02-18,491179.78,55,16
2011-02-25,475201.62,56,16
2011-03-06,531080.3,57,16
2011-03-18,497373.5,58,16
2011-03-25,465279.7,59,16
2011-02-09,580805.3,53,16
2011-04-02,479263.16,60,16
2011-04-11,511059.94,62,16
2011-04-15,427855.25,63,16
2011-04-22,368600.0,64,16
2011-04-29,378100.3,65,16
2011-05-08,592981.3,66,16
2011-05-13,410406.94,67,16
2011-04-03,484829.06,61,16
2010-09-24,511330.3,33,16
2011-01-28,448392.0,52,16
2011-01-14,470365.6,50,16
2010-10-15,452169.28,36,16
2010-10-22,541216.94,37,16
2010-10-29,495022.5,38,16
2010-11-06,535587.3,39,16
2010-11-19,458634.7,40,16
2010-11-26,651837.75,41,16
2011-01-21,462888.12,51,16
2010-12-02,472044.28,42,16
2010-12-11,453632.75,44,16
2010-12-17,648652.0,45,16
2010-12-24,1004730.7,46,16
2010-12-31,575317.4,47,16
2011-01-04,459756.12,48,16
2011-01-07,608737.56,49,16
2010-12-03,445393.75,43,16
2011-01-07,940554.3,49,17
2011-01-04,795859.25,48,17
2010-12-31,635862.56,47,17
2010-12-24,1309226.8,46,17
2010-12-17,1049372.4,45,17
2010-12-11,855459.94,44,17
2011-01-14,758510.4,50,17
2010-12-03,763961.8,43,17
2010-11-26,1005448.75,41,17
2010-11-19,782252.56,40,17
2010-11-06,845252.2,39,17
2010-10-29,861941.25,38,17
2010-10-22,815093.75,37,17
2010-10-15,838297.3,36,17
2010-12-02,841951.94,42,17
2010-10-12,962475.56,35,17
2011-01-21,755804.4,51,17
2011-02-09,847380.06,53,17
2011-05-13,870625.5,67,17
2011-05-08,866184.94,66,17
2011-04-29,806979.1,65,17
2011-04-22,1060770.1,64,17
2011-04-15,825283.44,63,17
2011-04-11,927657.6,62,17
2011-01-28,736335.7,52,17
2011-04-03,816138.3,61,17
2011-03-25,781267.75,59,17
2011-03-18,778436.8,58,17
2011-03-06,895020.5,57,17
2011-02-25,767256.5,56,17
2011-02-18,860962.94,55,17
2011-02-12,945267.7,54,17
2011-04-02,816603.06,60,17
2011-05-20,844443.4,68,17
2010-10-09,1200888.2,34,17
2010-09-17,871264.25,32,17
2010-05-02,789036.0,13,17
2010-04-30,807798.75,12,17
2010-04-23,977790.8,11,17
2010-04-16,757738.75,10,17
2010-04-06,876902.9,9,17
2010-03-26,793097.6,8,17
2010-05-03,783300.06,14,17
2010-03-19,752034.5,7,17
2010-03-09,834373.75,5,17
2010-02-26,749549.56,4,17
2010-02-19,800714.0,3,17
2010-02-07,958875.4,2,17
2010-02-04,848521.2,1,17
2010-01-10,829207.25,0,17
2010-03-12,926573.8,6,17
2010-09-24,852876.3,33,17
2010-05-11,818434.5,15,17
2010-05-21,826626.5,17,17
2010-09-07,836915.94,31,17
2010-09-04,770228.0,30,17
2010-08-27,802583.9,29,17
2010-08-20,783929.7,28,17
2010-08-13,759995.2,27,17
2010-08-10,827738.06,26,17
2010-05-14,813756.06,16,17
2010-07-30,833517.2,25,17
2010-07-16,876591.44,23,17
2010-07-05,843848.6,22,17
2010-06-25,893995.44,21,17
2010-06-18,877996.25,20,17
2010-06-08,795301.2,19,17
2010-05-28,872817.6,18,17
2010-07-23,893504.9,24,17
2011-05-27,892056.6,69,17
2011-06-17,894686.7,71,17
2012-06-15,964169.7,122,17
2012-06-07,1046782.5,121,17
2012-06-04,986922.6,120,17
2012-06-01,1198104.2,119,17
2012-05-25,984881.56,118,17
2012-05-18,968816.3,117,17
2012-06-29,982322.25,124,17
2012-05-10,952609.2,116,17
2012-04-20,1119980.0,114,17
2012-04-13,877055.3,113,17
2012-04-05,930121.1,112,17
2012-03-30,872469.0,111,17
2012-03-23,851762.25,110,17
2012-03-16,853136.44,109,17
2012-04-27,925916.6,115,17
2012-03-08,877813.3,108,17
2012-07-09,1255633.2,125,17
2012-07-20,944698.7,127,17
2011-06-05,882132.25,70,17
2012-07-13,960746.06,126,17
2012-09-21,938303.25,135,17
2012-09-03,860225.0,133,17
2012-08-31,865924.2,132,17
2012-08-24,924299.75,131,17
2012-08-17,844928.2,130,17
2012-08-06,987990.25,129,17
2012-07-27,907493.25,128,17
2012-09-14,1071040.2,134,17
2012-03-02,864852.9,107,17
2012-06-22,981210.56,123,17
2012-02-17,927084.6,105,17
2011-09-30,868191.06,86,17
2011-09-23,895535.3,85,17
2011-09-16,1051117.0,84,17
2011-09-12,976522.94,83,17
2011-09-09,1161900.1,82,17
2011-08-19,797523.06,80,17
2011-08-07,915064.25,79,17
2011-08-04,811855.75,78,17
2011-07-29,861894.75,77,17
2011-07-22,899044.3,76,17
2011-07-15,902727.75,75,17
2011-07-10,918006.9,74,17
2011-07-01,1083071.1,73,17
2012-02-24,843864.44,106,17
2011-06-24,920720.0,72,17
2011-10-06,881190.44,87,17
2011-10-14,884042.6,88,17
2011-08-26,837390.8,81,17
2012-01-27,769522.3,103,17
2012-02-03,856178.5,104,17
2011-10-21,877380.25,89,17
2012-01-20,809272.6,102,17
2012-01-13,873576.94,101,17
2012-01-06,938914.25,100,17
2011-12-23,1289156.9,98,17
2011-12-16,1067754.0,97,17
2011-12-30,777207.3,99,17
2011-11-25,1225700.2,95,17
2011-11-18,877724.3,94,17
2011-11-11,914759.2,93,17
2011-11-03,779602.4,92,17
2011-11-02,813211.44,91,17
2011-10-28,936508.44,90,17
2011-12-08,800819.8,96,17
2011-11-11,1079931.6,93,18
2011-12-23,1882393.4,98,18
2011-11-18,1056992.1,94,18
2011-11-25,1624171.0,95,18
2011-12-08,928470.8,96,18
2011-12-16,1516924.2,97,18
2011-12-30,1010562.5,99,18
2012-02-24,1037861.1,106,18
2012-01-13,890130.25,101,18
2012-01-20,937522.75,102,18
2012-01-27,825584.25,103,18
2012-02-03,1047178.94,104,18
2012-02-17,1115985.8,105,18
2011-11-03,1002714.25,92,18
2012-01-06,1118313.8,100,18
2011-11-02,1122053.6,91,18
2011-07-15,974916.1,75,18
2011-10-21,1048212.6,89,18
2012-03-02,1049772.0,107,18
2011-07-22,991262.44,76,18
2011-07-29,954148.6,77,18
2011-08-04,1018541.3,78,18
2011-08-07,1048802.6,79,18
2011-08-19,932679.8,80,18
2011-10-28,1106642.6,90,18
2011-08-26,1147906.5,81,18
2011-09-12,1368471.2,83,18
2011-09-16,845715.4,84,18
2011-09-23,853073.2,85,18
2011-09-30,847348.06,86,18
2011-10-06,1044079.2,87,18
2011-10-14,953533.94,88,18
2011-09-09,951549.6,82,18
2012-03-08,1052066.6,108,18
2010-01-10,948977.5,0,18
2012-03-23,1031139.3,110,18
2012-08-17,1048134.25,130,18
2012-08-24,1145840.9,131,18
2012-08-31,1117097.2,132,18
2012-09-03,1084894.5,133,18
2012-09-14,960476.1,134,18
2012-09-21,971386.6,135,18
2012-08-06,1110480.0,129,18
2011-07-10,1019741.1,74,18
2012-07-27,924506.25,128,18
2012-07-20,1033543.56,127,18
2012-07-13,1024784.94,126,18
2012-03-30,1009121.2,111,18
2012-04-05,1050027.9,112,18
2012-04-13,998443.5,113,18
2012-04-20,1025813.8,114,18
2012-04-27,961186.25,115,18
2012-05-10,1092204.8,116,18
2012-05-18,1047444.56,117,18
2012-05-25,1088446.6,118,18
2012-06-01,977286.06,119,18
2012-06-04,1200815.2,120,18
2012-06-07,1158247.2,121,18
2012-06-15,1057425.9,122,18
2012-06-22,1080357.9,123,18
2012-06-29,1097006.2,124,18
2012-07-09,1083521.2,125,18
2012-03-16,1022018.44,109,18
2011-07-01,933960.3,73,18
2011-06-24,1056478.6,72,18
2011-06-17,1045859.4,71,18
2010-06-18,1183225.9,20,18
2010-06-25,1220983.1,21,18
2010-07-05,1222255.5,22,18
2010-07-16,1115514.6,23,18
2010-07-23,1032908.25,24,18
2010-07-30,1078557.6,25,18
2010-06-08,1166117.9,19,18
2010-08-10,1107432.8,26,18
2010-08-20,1141860.6,28,18
2010-08-27,1214302.8,29,18
2010-09-04,1174447.5,30,18
2010-09-07,1171391.4,31,18
2010-09-17,997998.2,32,18
2010-09-24,950862.94,33,18
2010-08-13,1084722.8,27,18
2010-10-09,1011201.1,34,18
2010-05-28,1256282.8,18,18
2010-05-14,1092616.5,16,18
2010-02-07,1257928.4,2,18
2010-02-19,1150663.4,3,18
2010-02-26,1068157.5,4,18
2010-03-09,1187359.8,5,18
2010-03-12,1211026.1,6,18
2010-03-19,1087507.5,7,18
2010-05-21,1101621.4,17,18
2010-03-26,1092704.1,8,18
2010-04-16,1135577.6,10,18
2010-04-23,1132433.5,11,18
2010-04-30,1060446.1,12,18
2010-05-02,1205307.5,13,18
2010-05-03,1179738.5,14,18
2010-05-11,1089531.0,15,18
2010-04-06,1271311.8,9,18
2010-10-12,1416169.0,35,18
2010-02-04,1254107.9,1,18
2010-10-22,1052120.4,37,18
2011-03-06,1178039.0,57,18
2011-03-18,945889.56,58,18
2011-03-25,944523.3,59,18
2011-04-02,1055841.2,60,18
2010-10-15,1029618.1,36,18
2011-04-11,1100625.0,62,18
2011-02-25,1005983.3,56,18
2011-04-15,988157.75,63,18
2011-04-29,974114.4,65,18
2011-05-08,1002806.4,66,18
2011-05-13,993173.0,67,18
2011-05-20,994610.44,68,18
2011-05-27,1065214.1,69,18
2011-06-05,1065427.4,70,18
2011-04-22,1105860.0,64,18
2011-02-18,1095058.6,55,18
2011-04-03,1063310.6,61,18
2011-02-09,540922.94,53,18
2011-02-12,1188047.6,54,18
2010-11-06,1173521.9,39,18
2010-11-19,1045722.4,40,18
2010-11-26,1653759.4,41,18
2010-12-02,1187880.8,42,18
2010-12-03,1138800.4,43,18
2010-12-11,1081322.1,44,18
2010-10-29,1038576.56,38,18
2010-12-24,2027507.1,46,18
2010-12-31,887907.0,47,18
2011-01-04,938083.2,48,18
2011-01-07,1087051.2,49,18
2011-01-14,777175.25,50,18
2011-01-21,891148.56,51,18
2011-01-28,849540.9,52,18
2010-12-17,1588430.8,45,18
2011-11-03,1351450.4,92,19
2011-11-11,1502078.9,93,19
2011-11-18,1411835.6,94,19
2011-11-25,1974646.8,95,19
2011-12-08,1360969.5,96,19
2011-12-16,1852179.1,97,19
2012-01-13,1182198.8,101,19
2011-12-30,1405168.0,99,19
2012-01-06,1450733.2,100,19
2012-01-20,1237104.8,102,19
2012-01-27,1279623.2,103,19
2012-02-03,1308977.0,104,19
2012-02-17,1424720.2,105,19
2011-12-23,2480159.5,98,19
2011-11-02,1430851.1,91,19
2011-07-10,1461718.9,74,19
2011-10-21,1374863.1,89,19
2012-02-24,1352470.1,106,19
2011-07-15,1391580.4,75,19
2011-07-22,1377119.5,76,19
2011-07-29,1298775.8,77,19
2011-08-04,1419911.9,78,19
2011-08-07,1465489.8,79,19
2011-08-19,1391792.8,80,19
2011-08-26,1547729.2,81,19
2011-09-09,1566712.8,82,19
2011-09-12,1713769.0,83,19
2011-09-16,1365633.5,84,19
2011-09-23,1300375.8,85,19
2011-09-30,1330757.2,86,19
2011-10-06,1467473.6,87,19
2011-10-14,1318905.5,88,19
2011-10-28,1396612.4,90,19
2012-03-02,1345311.6,107,19
2012-07-09,1497073.9,125,19
2012-03-23,1342254.5,110,19
2012-08-17,1375101.2,130,19
2012-08-24,1544653.4,131,19
2012-08-31,1542719.9,132,19
2012-09-03,1358816.5,133,19
2012-09-14,1370653.4,134,19
2012-09-21,1338572.2,135,19
2012-08-06,1390122.1,129,19
2011-07-01,1224176.0,73,19
2012-03-08,1342123.8,108,19
2012-07-27,1248915.4,128,19
2012-07-13,1321741.4,126,19
2012-03-30,1327139.4,111,19
2012-04-05,1405007.5,112,19
2012-04-13,1365098.5,113,19
2012-04-20,1255087.2,114,19
2012-04-27,1285897.2,115,19
2012-05-10,1408016.1,116,19
2012-07-20,1317672.9,127,19
2012-05-18,1366937.1,117,19
2012-06-01,1266570.4,119,19
2012-06-04,1631737.6,120,19
2012-06-07,1557120.5,121,19
2012-06-15,1440263.1,122,19
2012-06-22,1468350.4,123,19
2012-06-29,1379652.6,124,19
2012-05-25,1485540.2,118,19
2011-06-24,1440785.8,72,19
2012-03-16,1312849.1,109,19
2011-06-05,1451954.0,70,19
2010-06-08,1492060.9,19,19
2010-06-18,1457314.4,20,19
2010-06-25,1450407.4,21,19
2010-07-05,1566219.8,22,19
2010-07-16,1412157.0,23,19
2010-07-23,1372043.8,24,19
2010-05-28,1648882.6,18,19
2010-07-30,1366396.0,25,19
2010-08-13,1418027.1,27,19
2010-08-20,1419383.2,28,19
2010-08-27,1557888.1,29,19
2010-09-04,1489613.4,30,19
2010-09-07,1577541.2,31,19
2010-09-17,1386789.2,32,19
2010-08-10,1428960.8,26,19
2010-05-21,1377716.1,17,19
2010-05-14,1437319.5,16,19
2010-05-11,1435379.2,15,19
2010-02-04,1642970.2,1,19
2010-01-10,1379456.2,0,19
2011-06-17,1418973.6,71,19
2010-02-19,1515976.1,3,19
2010-02-26,1373270.0,4,19
2010-03-09,1623519.6,5,19
2010-03-12,1615988.0,6,19
2010-03-19,1332940.4,7,19
2010-03-26,1427023.5,8,19
2010-04-06,1519013.5,9,19
2010-04-16,1460354.6,10,19
2010-04-23,1456793.4,11,19
2010-04-30,1405065.6,12,19
2010-05-02,1507637.1,13,19
2010-05-03,1495844.6,14,19
2010-09-24,1318343.6,33,19
2010-10-09,1591453.4,34,19
2010-02-07,1549018.6,2,19
2010-10-12,1799071.0,35,19
2011-02-18,1457270.1,55,19
2011-02-25,1296658.5,56,19
2011-03-06,1457345.8,57,19
2011-03-18,1257972.4,58,19
2011-04-02,1370562.1,60,19
2011-04-03,1433569.5,61,19
2011-02-12,1484708.4,54,19
2011-04-11,1480289.6,62,19
2011-04-22,1514288.9,64,19
2011-04-29,1297237.8,65,19
2011-05-08,1408968.5,66,19
2011-05-13,1429143.0,67,19
2011-05-20,1355234.2,68,19
2011-05-27,1388553.1,69,19
2011-04-15,1392093.0,63,19
2011-02-09,1609951.0,53,19
2011-03-25,1266565.0,59,19
2011-01-21,1212967.9,51,19
2010-10-15,1369317.6,36,19
2011-01-28,1284185.5,52,19
2010-10-29,1404576.5,38,19
2010-11-06,1410684.0,39,19
2010-11-19,1377593.1,40,19
2010-11-26,1993367.9,41,19
2010-12-02,1536550.0,42,19
2010-12-03,1467889.2,43,19
2010-10-22,1357154.8,37,19
2010-12-17,1911967.5,45,19
2010-12-24,2678206.5,46,19
2010-12-31,1275147.0,47,19
2011-01-04,1305950.2,48,19
2011-01-07,1462731.9,49,19
2011-01-14,1181204.5,50,19
2010-12-11,1490235.9,44,19
2010-12-31,1750434.5,47,2
2010-12-24,3436007.8,46,2
2010-12-17,2609166.8,45,2
2010-12-11,1916812.8,44,2
2010-12-03,1990483.8,43,2
2010-12-02,2137809.5,42,2
2010-11-06,2025538.8,39,2
2010-11-19,1956739.1,40,2
2010-10-29,1802755.1,38,2
2010-10-22,1737947.6,37,2
2010-10-15,1794355.5,36,2
2011-01-04,1800171.4,48,2
2010-11-26,2658725.2,41,2
2011-01-07,1866243.0,49,2
2011-04-29,1745545.2,65,2
2011-01-21,1751384.9,51,2
2011-05-08,1876704.2,66,2
2011-04-22,1886339.6,64,2
2011-04-15,1856467.9,63,2
2011-04-11,1959707.9,62,2
2011-04-03,1981607.8,61,2
2011-04-02,1929346.2,60,2
2011-01-14,1744193.6,50,2
2011-03-25,1766162.0,59,2
2011-03-06,1933756.2,57,2
2011-02-25,1833511.1,56,2
2011-02-18,2080884.9,55,2
2011-02-12,1954952.0,54,2
2011-02-09,1809119.8,53,2
2011-01-28,1695371.6,52,2
2011-03-18,1902557.6,58,2
2010-10-12,2378726.5,35,2
2010-06-18,2001637.0,20,2
2010-09-24,1724557.2,33,2
2010-05-03,1991013.1,14,2
2010-05-02,2136989.5,13,2
2010-04-30,1802450.2,12,2
2010-04-23,1821990.9,11,2
2010-04-16,1874958.0,10,2
2010-04-06,2102540.0,9,2
2010-05-11,1939061.4,15,2
2010-03-26,1750197.8,8,2
2010-03-12,2015781.2,6,2
2010-03-09,1904608.1,5,2
2010-02-26,1865097.2,4,2
2010-02-19,2124451.5,3,2
2010-02-07,2003940.6,2,2
2011-05-13,1838513.1,67,2
2010-03-19,1946070.9,7,2
2010-10-09,1839128.9,34,2
2010-05-14,1880752.4,16,2
2010-05-28,1957113.9,18,2
2010-09-17,1793903.6,32,2
2010-09-07,1880902.6,31,2
2010-09-04,1954689.2,30,2
2010-08-27,1863840.5,29,2
2010-08-20,1964335.2,28,2
2010-08-13,1895601.0,27,2
2010-05-21,1896937.1,17,2
2010-08-10,1849921.5,26,2
2010-07-23,1781717.8,24,2
2010-07-16,1845879.8,23,2
2010-07-05,2042581.8,22,2
2010-06-25,1939927.1,21,2
2010-02-04,2066187.8,1,2
2010-06-08,1991910.0,19,2
2010-07-30,1804246.1,25,2
2011-05-20,1688281.9,68,2
2012-01-27,1660906.1,103,2
2011-06-05,1837743.6,70,2
2012-06-15,1962924.2,122,2
2012-06-07,2041507.4,121,2
2012-06-04,2129036.0,120,2
2012-06-01,1799520.1,119,2
2012-05-25,1912791.1,118,2
2012-05-18,2000940.6,117,2
2012-06-22,1887733.2,123,2
2012-05-10,1998321.0,116,2
2012-04-20,1847344.5,114,2
2012-04-13,1935869.1,113,2
2012-04-05,1923957.1,112,2
2012-03-30,1857480.9,111,2
2012-03-23,1790439.1,110,2
2012-03-16,1976082.1,109,2
2012-04-27,1764133.1,115,2
2012-03-08,1946104.6,108,2
2012-06-29,1881046.1,124,2
2012-07-13,1830075.1,126,2
2012-09-21,1829415.6,135,2
2012-07-09,1898777.1,125,2
2012-09-14,1814806.6,134,2
2012-08-31,1947083.2,132,2
2012-08-24,1876788.1,131,2
2012-08-17,1928016.0,130,2
2012-08-06,2010216.5,129,2
2012-07-27,1757923.9,128,2
2012-07-20,1819666.5,127,2
2012-09-03,1937628.2,133,2
2012-03-02,1935300.0,107,2
2012-02-24,1861802.8,106,2
2012-02-17,2196688.5,105,2
2011-09-16,1691439.5,84,2
2011-09-12,2290549.2,83,2
2011-09-09,1748000.6,82,2
2011-08-26,1821139.9,81,2
2011-08-19,1844094.6,80,2
2011-08-07,1853162.0,79,2
2011-09-23,1669299.8,85,2
2011-08-04,1847552.6,78,2
2011-07-22,1743816.4,76,2
2011-07-15,1785187.2,75,2
2011-07-10,1837553.4,74,2
2011-07-01,1758050.8,73,2
2011-06-24,1790925.8,72,2
2011-06-17,1953772.0,71,2
2011-07-29,1680693.0,77,2
2011-09-30,1650394.5,86,2
2011-10-06,1929153.1,87,2
2011-10-14,1743882.2,88,2
2012-02-03,1952555.6,104,2
2012-01-20,1711769.1,102,2
2012-01-13,1744725.5,101,2
2012-01-06,1910092.4,100,2
2011-12-30,1874226.5,99,2
2011-12-23,3224369.8,98,2
2011-12-16,2432736.5,97,2
2011-12-08,1812768.2,96,2
2011-11-25,2614202.2,95,2
2011-11-18,1902762.5,94,2
2011-11-11,1920725.1,93,2
2011-11-03,1879107.2,92,2
2011-11-02,2168041.5,91,2
2011-10-28,1769296.2,90,2
2011-10-21,1834680.2,89,2
2011-05-27,1797732.5,69,2
2010-01-10,1827440.4,0,2
2011-01-04,1927993.1,48,20
2010-12-31,1799737.8,47,20
2010-12-24,3766687.5,46,20
2010-12-17,2819193.2,45,20
2010-12-11,2187765.2,44,20
2010-12-03,2010974.9,43,20
2010-12-02,2109108.0,42,20
2010-11-26,2811634.0,41,20
2010-11-19,2105059.0,40,20
2010-11-06,2100489.8,39,20
2010-10-29,1891816.0,38,20
2010-10-22,1893955.2,37,20
2010-10-15,1950676.4,36,20
2011-01-07,2053165.4,49,20
2011-01-14,1884345.0,50,20
2011-01-21,1781805.6,51,20
2011-01-28,1761506.6,52,20
2011-05-08,2189353.8,66,20
2011-04-29,1881788.2,65,20
2011-04-22,2313861.8,64,20
2011-04-15,2057406.4,63,20
2011-04-11,2284106.5,62,20
2011-04-03,2143424.5,61,20
2010-10-12,2752122.0,35,20
2011-04-02,2351143.0,60,20
2011-03-18,1931668.6,58,20
2011-03-06,2182246.8,57,20
2011-02-25,1938608.5,56,20
2011-02-18,2258616.2,55,20
2011-02-12,2298776.8,54,20
2011-02-09,2141766.0,53,20
2011-03-25,1824711.2,59,20
2010-10-09,2014954.8,34,20
2010-09-24,1789687.6,33,20
2010-09-17,1948359.8,32,20
2010-05-02,2401395.5,13,20
2010-04-30,1919053.2,12,20
2010-04-23,1878862.4,11,20
2010-04-16,1985784.6,10,20
2010-04-06,2203619.2,9,20
